588,593,63299,59537.73937,4.17705651,0.690814416,,12163938.66
152,153,32867,26546.61552,2.894727234,0.224682489,,
149,150,47777,52713.84242,3.868597861,0.493923385,,
164,165,33940,30415.28151,3.48902475,0.370039801,,
584,589,52244,53036.23125,3.931953909,0.498744439,,
160,161,23628,22892.87541,3.744201794,0.473507091,,
844,858,41355,45997.40841,4.364732197,0.700226887,,
477,480,59715,54325.78658,3.664740852,0.458264019,,
184,185,24618,20152.57034,3.11042733,0.329427666,,
23916,114236,1,1185.360697,3.5,-1,,
22721,109197,6,1,2.666666667,0,,
904,920,14396,9836.127701,3.821860239,0.200373361,,
140,141,22020,18809.28354,3.512216167,0.26195814,,
1183,1208,23090,14134.64547,4.108899957,0.873318344,,
16424,83138,7,862.971865,2.714285714,-1,,
1068,1089,27635,25633.18049,4.089361317,0.687950146,,
1913,1996,1107,2206.258667,2.006775068,0.846304436,,
1058,1079,19674,19400.32973,3.849623869,0.427751377,,
18587,92730,10,1507.74953,2.3,-0.309594939,,
8538,25994,15,2528.647499,3.733333333,0.328180095,,
207,208,27775,25418.2546,2.85209721,0.130591465,,
7012,7123,1401,5161.489631,3.616702355,0.010048598,,
524,527,50054,52122.79622,4.310175011,0.713463886,,
2859,2944,7140,6988.359681,3.8517507,0.497256076,,
374,377,41562,42236.20536,3.493202926,0.303314104,,
3767,3859,436,1883.869834,3.634174312,-0.330377832,,
1672,1731,749,10265.97948,1.842456609,-0.070730738,,
353,356,66172,60773.56323,4.029000181,0.638362612,,
24707,117932,1,862.971865,3.5,1,,
1059,1080,20557,24343.62516,3.981125651,0.528380734,,
94,95,22104,24988.40283,3.094643503,0.14529146,,
778,790,105,1,3.50952381,0,,
17778,89492,2195,1239.09217,3.876309795,-0.502294218,,
24162,115388,1,1,3,-1,,
641,648,37127,33854.09572,3.388598594,0.350836532,,
603,608,43272,42397.39978,4.112359031,0.530922405,,
14717,73678,20,3818.202829,2.8,-1,,
3995,4088,37,1,3.054054054,0,,
24584,117452,1,1,2.5,0,,
5265,5361,426,1,3.125586854,1,,
