1095.0,1094.0,756.0,583.7595305382412,4.1892,1.0
1079.0,1078.0,1024.0,878.8977303137071,4.2041,0.8648292652896773
873.0,872.0,545.0,545.0528813873609,4.3835,0.3486342813367219
1081.0,1080.0,289.0,218.46552917680438,4.2941,0.5562756453432264
1067.0,1066.0,89.0,162.82472102241294,4.4382,-0.08142189117563564
869.0,868.0,430.0,370.8729602083968,3.9465,0.41704521928652016
863.0,862.0,806.0,765.1969484329951,4.201,0.7652140268983371
93.0,92.0,1.0,1.0,5.0,0.0
1111.0,1110.0,480.0,516.0228945242002,4.2813,0.6508559736993081
489.0,488.0,1.0,3.1597932750300166,4.0,1.0
866.0,865.0,134.0,116.86057515574201,4.0149,0.66177491772319
903.0,902.0,18.0,278.94466847505566,3.7222,0.06336978005120368
1082.0,1081.0,582.0,467.63958308559927,4.2818,1.0
987.0,986.0,32.0,27.351448994330056,3.4688,1.0
100.0,99.0,1.0,107.18391286802232,2.0,-1.0
960.0,959.0,6.0,182.17804559785316,3.6667,-0.4366331850454226
864.0,863.0,306.0,382.96878806804716,4.3105,0.47887811474210984
1078.0,1077.0,297.0,390.22628478383774,4.0842,0.3963618060818998
1022.0,1021.0,13.0,7.998124418889866,3.8462,1.0
896.0,895.0,404.0,479.73541094524893,4.2995,0.38228441564016097
427.0,426.0,1.0,1.0,4.0,0.0
868.0,867.0,351.0,262.01050947154465,4.1111,1.0
530.0,529.0,3.0,85.4114227206514,5.0,1.0
620.0,619.0,7.0,92.66891943644198,3.7143,0.26228222788639943
731.0,730.0,1.0,133.79473415925227,3.0,1.0
31.0,30.0,1.0,1.0,4.0,0.0
628.0,627.0,1.0,78.15392600486163,4.0,0.8198935622120849
596.0,595.0,3.0,34.60894571012062,5.0,-1.0
1033.0,1032.0,1.0,1.0,3.0,1.0
1169.0,1168.0,1.0,160.40555545048304,5.0,-0.7300737641365377
546.0,545.0,1.0,37.028111282050546,5.0,-0.9547698586662176
928.0,927.0,214.0,99.92641615223174,4.1168,1.0
422.0,421.0,1.0,51.54310471363088,1.0,1.0
212.0,211.0,1.0,1.0,4.0,0.0
985.0,984.0,175.0,182.17804559785316,4.4629,0.9460385675984159
904.0,903.0,91.0,107.18391286802232,4.1648,1.0
25.0,24.0,8.0,1.0,4.5,0.0
887.0,886.0,106.0,114.44140958381209,4.4434,0.6564565658184403
466.0,465.0,1.0,1.0,4.0,1.0
655.0,654.0,1.0,1.0,4.0,-1.0
