Clothing	3	2	20	0.5	1:01:01	2021/1/5	12:09:51	0.48
Clothing	3	2	20	0.4	1:01:01	2021/1/5	12:10:39	
Clothing	3	2	20	0.5	1:01:01	2021/1/5	12:11:27	
Clothing	3	2	20	0.35	1:01:01	2021/1/5	12:12:15	
Clothing	3	2	20	0.4	1:01:01	2021/1/5	12:13:03	
Clothing	3	2	20	0.5	1:01:01	2021/1/5	12:13:52	
Clothing	3	2	20	0.5	1:01:01	2021/1/5	12:14:40	
Clothing	3	2	20	0.6	1:01:01	2021/1/5	12:15:28	
Clothing	3	2	20	0.5	1:01:01	2021/1/5	12:16:17	
Clothing	3	2	20	0.55	1:01:01	2021/1/5	12:17:05	
Clothing	3	2	20	0.55	4:03:03	2021/1/5	12:17:55	0.53
Clothing	3	2	20	0.6	4:03:03	2021/1/5	12:18:46	
Clothing	3	2	20	0.55	4:03:03	2021/1/5	12:19:37	
Clothing	3	2	20	0.45	4:03:03	2021/1/5	12:20:27	
Clothing	3	2	20	0.55	4:03:03	2021/1/5	12:21:18	
Clothing	3	2	20	0.4	4:03:03	2021/1/5	12:22:11	
Clothing	3	2	20	0.35	4:03:03	2021/1/5	12:23:01	
Clothing	3	2	20	0.65	4:03:03	2021/1/5	12:23:52	
Clothing	3	2	20	0.65	4:03:03	2021/1/5	12:24:42	
Clothing	3	2	20	0.6	4:03:03	2021/1/5	12:25:33	
Clothing	3	2	20	0.45	4:02:04	2021/1/5	12:26:31	0.54
Clothing	3	2	20	0.6	4:02:04	2021/1/5	12:27:30	
Clothing	3	2	20	0.5	4:02:04	2021/1/5	12:28:28	
Clothing	3	2	20	0.55	4:02:04	2021/1/5	12:29:26	
Clothing	3	2	20	0.7	4:02:04	2021/1/5	12:30:25	
Clothing	3	2	20	0.6	4:02:04	2021/1/5	12:31:23	
Clothing	3	2	20	0.5	4:02:04	2021/1/5	12:32:21	
Clothing	3	2	20	0.55	4:02:04	2021/1/5	12:33:19	
Clothing	3	2	20	0.6	4:02:04	2021/1/5	12:34:17	
Clothing	3	2	20	0.35	4:02:04	2021/1/5	12:35:16	
Clothing	3	2	20	0.55	4:01:05	2021/1/5	12:36:22	0.5
Clothing	3	2	20	0.5	4:01:05	2021/1/5	12:37:29	
Clothing	3	2	20	0.5	4:01:05	2021/1/5	12:38:35	
Clothing	3	2	20	0.4	4:01:05	2021/1/5	12:39:42	
Clothing	3	2	20	0.5	4:01:05	2021/1/5	12:40:48	
Clothing	3	2	20	0.55	4:01:05	2021/1/5	12:41:55	
Clothing	3	2	20	0.4	4:01:05	2021/1/5	12:43:01	
Clothing	3	2	20	0.55	4:01:05	2021/1/5	12:44:07	
Clothing	3	2	20	0.55	4:01:05	2021/1/5	12:45:14	
Clothing	3	2	20	0.5	4:01:05	2021/1/5	12:46:20	
Clothing	3	2	20	0.55	5:02:03	2021/1/5	12:47:17	0.545
Clothing	3	2	20	0.6	5:02:03	2021/1/5	12:48:14	
Clothing	3	2	20	0.7	5:02:03	2021/1/5	12:49:12	
Clothing	3	2	20	0.45	5:02:03	2021/1/5	12:50:09	
Clothing	3	2	20	0.5	5:02:03	2021/1/5	12:51:07	
Clothing	3	2	20	0.6	5:02:03	2021/1/5	12:52:04	
Clothing	3	2	20	0.5	5:02:03	2021/1/5	12:53:01	
Clothing	3	2	20	0.65	5:02:03	2021/1/5	12:53:59	
Clothing	3	2	20	0.55	5:02:03	2021/1/5	12:54:56	
Clothing	3	2	20	0.35	5:02:03	2021/1/5	12:55:53	
Clothing	3	2	20	0.35	5:01:04	2021/1/5	12:57:00	0.5
Clothing	3	2	20	0.65	5:01:04	2021/1/5	12:58:05	
Clothing	3	2	20	0.55	5:01:04	2021/1/5	12:59:10	
Clothing	3	2	20	0.6	5:01:04	2021/1/5	13:00:15	
Clothing	3	2	20	0.5	5:01:04	2021/1/5	13:01:20	
Clothing	3	2	20	0.45	5:01:04	2021/1/5	13:02:25	
Clothing	3	2	20	0.45	5:01:04	2021/1/5	13:03:30	
Clothing	3	2	20	0.4	5:01:04	2021/1/5	13:04:35	
Clothing	3	2	20	0.45	5:01:04	2021/1/5	13:05:40	
Clothing	3	2	20	0.6	5:01:04	2021/1/5	13:06:45	
