1079,1078,1024,1037.908301,4.2041,0.61703865,,423.2542852
863,862,806,799.588833,4.201,0.698327039,,
1095,1094,756,729.4948719,4.1892,0.691352714,,
1082,1081,582,603.325742,4.2818,0.706560122,,
873,872,545,529.2264118,4.3835,0.733637622,,
1111,1110,480,475.1539275,4.2813,0.720249826,,
896,895,404,437.1029201,4.2995,0.705112458,,
868,867,351,379.0250667,4.1111,0.628348241,,
830,829,527,561.2693654,4.1935,0.641833737,,
869,868,430,375.0196975,3.9465,0.538999881,,
851,850,338,344.9794284,4.3077,0.7309686,,
937,936,358,318.9445286,4.3268,0.746712084,,
1096,1095,327,300.9203672,4.052,0.505456032,,
1081,1080,289,304.9257364,4.2941,0.656337613,,
1084,1083,249,274.8854674,4.3574,0.779028547,,
1078,1077,297,320.9472132,4.0842,0.648516612,,
1060,1059,294,292.9096288,4.2925,0.683262721,,
862,861,244,242.8425138,4.1516,0.651064096,,
864,863,306,308.9311056,4.3105,0.712610835,,
1087,1086,291,300.9203672,4.2302,0.665073727,,
861,860,288,270.8800982,4.0938,0.568898779,,
1023,1022,205,232.8290907,4.4439,0.773618136,,
1009,1008,186,196.7807679,4.4624,0.711929131,,
1057,1056,213,204.7915063,4.3052,0.742716422,,
928,927,214,208.7968755,4.1168,0.709298594,,
1034,1033,220,264.8720444,4.4273,0.680029512,,
1093,1092,220,232.8290907,4.1318,0.653277537,,
829,828,225,236.8344599,4.2933,0.642229238,,
953,952,39,26.55257678,4.3077,0.678355282,,
821,820,211,212.8022447,4.237,0.733566977,,
1100,1099,136,130.6921761,4.3382,0.505342385,,
832,831,164,188.7700295,4.2744,0.614916752,,
1105,1104,185,192.7753987,4.0432,0.581376927,,
831,830,112,116.6733839,4.0179,0.823361998,,
908,907,130,126.6868069,4.4077,0.742485271,,
837,836,205,204.7915063,4.078,0.664535746,,
985,984,175,162.7351297,4.4629,0.873169202,,
874,873,238,246.847883,4.3403,0.591854328,,
1010,1009,89,98.64922244,4.3258,0.872360844,,
1069,1068,114,136.7002299,4.2895,0.67345714,,
