3409,3498,2980,1,3.902181208,0,,414488581
16095,81566,2,17691.84055,4.25,-0.532064333,,
328,331,559,21019.74738,3.285330948,-1,,
5589,5687,52,15861.49179,3.355769231,-1,,
21059,103055,53,1,2.716981132,0,,
21500,104638,5,37992.0722,1.9,0.823043467,,
2994,3080,8,20187.77067,1.9375,0.171506083,,
1316,1345,8569,6044.166653,3.449819115,-1,,
23433,112283,6,1,3.416666667,0,,
5818,5916,108,14696.7244,3.546296296,1,,
23265,111451,1,1,2.5,0,,
16424,83138,7,1,2.714285714,1,,
20594,101243,6,8207.306091,3,-1,,
11284,47940,49,29505.90979,3.326530612,-0.256688813,,
13590,67839,63,48474.9787,3.420634921,0.531223454,,
1922,2005,10401,5378.585287,3.609172195,-0.865004381,,
21991,106399,1,20686.95669,3.5,0.73746331,,
12892,60992,33,22350.91011,3.651515152,-1,,
18232,91360,4,1,3.25,1,,
25300,121340,1,6543.352677,3.5,1,,
17952,90260,1,25845.21228,3.5,-0.117218413,,
10836,43871,764,6876.14336,2.920811518,-1,,
12999,61994,10,1,3.4,0,,
15832,80451,9,9039.282797,3,0.538637333,,
7736,8269,38,40155.21163,2.368421053,-1,,
21591,104961,2,26510.79364,3.25,0.799928653,,
6916,7027,1322,1,3.693267776,1,,
584,589,52244,55962.76906,3.931953909,1,,
21170,103444,43,30837.07252,3.674418605,0.73682451,,
9649,31154,4,15695.09645,4.375,-0.696266173,,
10737,42705,1,1,2.5,0,,
12422,57868,10,1,3.5,1,,
20039,99030,25,64615.32682,3.22,-0.15907648,,
23952,114378,2,27675.56103,3.25,0.035185521,,
1424,1460,786,386.725046,2.604961832,1,,
9587,30818,261,1,3.130268199,0,,
11838,52913,16,1,3.09375,1,,
8356,25755,184,1,3.491847826,1,,
15541,79247,1,1,3.5,0,,
17860,89850,1,1,3,1,,
