0.00000000,0.08130081,0.00473934
0.00961538,0.02032520,0.00947867
0.00961538,0.04878049,0.00000000
0.00961538,0.05284553,0.00947867
0.02403846,0.01626016,0.03317536
0.02403846,0.02032520,0.01895735
0.02403846,0.03252033,0.00000000
0.02403846,0.03658537,0.00000000
0.02884615,0.02032520,0.02843602
0.02884615,0.03252033,0.01421801
0.02884615,0.04471545,0.01421801
0.02884615,0.04878049,0.01895735
0.03365385,0.03658537,0.01421801
0.03365385,0.06910569,0.00473934
0.03365385,0.11788618,0.01895735
0.03846154,0.02439024,0.01895735
0.03846154,0.03658537,0.02843602
0.03846154,0.05284553,0.03791469
0.03846154,0.11382114,0.00473934
0.03846154,0.13008130,0.01421801
0.04326923,0.03658537,0.04265403
0.04326923,0.03658537,0.07109005
0.04326923,0.10569106,0.02369668
0.04807692,0.03658537,0.02843602
0.04807692,0.03658537,0.04265403
0.04807692,0.05284553,0.02369668
0.04807692,0.06097561,0.01895735
0.04807692,0.06910569,0.03791469
0.04807692,0.09756098,0.02369668
0.04807692,0.11382114,0.05687204
0.05288462,0.01219512,0.04739336
0.05288462,0.02032520,0.04739336
0.05288462,0.04065041,0.04739336
0.05288462,0.06097561,0.04265403
0.05288462,0.08130081,0.04265403
0.05288462,0.09349593,0.01895735
0.05769231,0.01219512,0.04265403
0.05769231,0.05284553,0.04739336
0.05769231,0.06097561,0.07582938
0.05769231,0.06910569,0.02843602
0.05769231,0.07317073,0.05687204
0.05769231,0.07723577,0.05687204
0.05769231,0.08943089,0.01895735
0.05769231,0.10162602,0.03317536
0.06250000,0.05284553,0.04739336
0.06250000,0.05691057,0.05213270
0.06250000,0.05691057,0.09478673
0.06250000,0.06097561,0.10900474
0.06250000,0.06910569,0.07582938
0.06250000,0.07723577,0.01895735
0.06730769,0.03658537,0.04739336
0.06730769,0.05691057,0.06635071
0.06730769,0.06097561,0.06161137
0.06730769,0.09349593,0.07582938
0.06730769,0.09756098,0.05687204
0.06730769,0.10569106,0.05687204
0.06730769,0.10569106,0.06635071
0.06730769,0.13008130,0.02369668
0.07211538,0.05284553,0.01895735
0.07211538,0.05691057,0.06635071
0.07211538,0.07317073,0.04739336
0.07211538,0.08130081,0.04265403
0.07211538,0.09756098,0.07582938
0.07211538,0.10162602,0.06161137
0.07211538,0.15853659,0.11374408
0.08173077,0.03252033,0.01895735
0.08173077,0.05284553,0.04739336
0.08173077,0.08943089,0.06161137
0.08173077,0.09349593,0.05687204
0.08173077,0.15853659,0.05213270
0.08653846,0.03252033,0.05213270
0.08653846,0.08130081,0.07109005
0.08653846,0.08943089,0.07582938
0.08653846,0.09756098,0.04739336
0.08653846,0.10975610,0.07582938
0.08653846,0.12195122,0.10426540
0.08653846,0.13821138,0.04265403
0.08653846,0.13821138,0.06161137
0.08653846,0.15447154,0.07109005
0.08653846,0.16666667,0.08056872
0.09134615,0.03658537,0.07109005
0.09134615,0.04065041,0.05213270
0.09134615,0.06504065,0.07582938
0.09134615,0.07317073,0.01421801
0.09134615,0.07723577,0.05213270
0.09134615,0.08943089,0.02369668
0.09134615,0.10569106,0.03791469
0.09134615,0.11382114,0.07582938
0.09134615,0.16260163,0.05687204
0.09615385,0.03658537,0.05687204
0.09615385,0.05691057,0.06161137
0.09615385,0.06097561,0.06635071
0.09615385,0.07723577,0.08530806
0.09615385,0.08130081,0.03791469
0.09615385,0.08130081,0.04265403
0.09615385,0.08943089,0.07582938
0.09615385,0.12601626,0.09478673
0.09615385,0.13008130,0.05213270
0.09615385,0.15447154,0.07582938
0.09615385,0.16260163,0.09952607
0.09615385,0.17886179,0.01895735
0.10096154,0.07723577,0.05687204
0.10096154,0.08536585,0.08530806
0.10096154,0.10162602,0.02843602
0.10096154,0.11788618,0.06161137
0.10096154,0.12195122,0.06161137
0.10096154,0.12601626,0.12322275
0.10096154,0.13008130,0.11374408
0.10096154,0.14634146,0.06635071
0.10576923,0.04878049,0.05213270
0.10576923,0.06097561,0.03791469
0.10576923,0.06910569,0.04265403
0.10576923,0.07723577,0.02369668
0.10576923,0.08130081,0.04265403
0.10576923,0.08130081,0.07582938
0.10576923,0.08943089,0.07582938
0.10576923,0.09349593,0.04739336
0.10576923,0.09349593,0.05213270
0.10576923,0.09349593,0.10900474
0.10576923,0.09756098,0.15639810
0.10576923,0.10569106,0.03791469
0.10576923,0.11788618,0.04265403
0.10576923,0.11788618,0.09952607
0.10576923,0.12601626,0.05213270
0.10576923,0.13414634,0.07582938
0.10576923,0.14634146,0.11848341
0.10576923,0.16666667,0.03317536
0.10576923,0.17886179,0.08530806
0.11057692,0.06097561,0.07109005
0.11057692,0.06910569,0.06635071
0.11057692,0.07317073,0.03317536
0.11057692,0.08536585,0.04739336
0.11057692,0.08943089,0.04739336
0.11057692,0.09349593,0.04739336
0.11057692,0.09349593,0.05687204
0.11057692,0.09756098,0.12796209
0.11057692,0.10162602,0.11374408
0.11057692,0.10569106,0.04265403
0.11057692,0.10975610,0.04265403
0.11057692,0.10975610,0.07109005
0.11057692,0.11382114,0.03791469
0.11057692,0.12195122,0.05687204
0.11057692,0.12601626,0.14691943
0.11057692,0.26422764,0.05213270
0.11538462,0.06097561,0.03791469
0.11538462,0.08130081,0.02843602
0.11538462,0.08536585,0.04739336
0.11538462,0.09756098,0.04739336
0.11538462,0.10569106,0.09952607
0.11538462,0.10975610,0.05213270
0.11538462,0.11382114,0.07109005
0.11538462,0.13414634,0.06161137
0.11538462,0.18292683,0.06161137
0.11538462,0.18292683,0.07582938
0.11538462,0.18292683,0.10900474
0.11538462,0.22764228,0.06635071
0.12019231,0.03658537,0.03317536
0.12019231,0.06910569,0.03317536
0.12019231,0.06910569,0.06161137
0.12019231,0.07723577,0.03317536
0.12019231,0.07723577,0.05687204
0.12019231,0.07723577,0.07582938
0.12019231,0.07723577,0.08056872
0.12019231,0.08130081,0.05213270
0.12019231,0.08130081,0.05687204
0.12019231,0.08536585,0.09478673
0.12019231,0.08943089,0.03791469
0.12019231,0.08943089,0.05213270
0.12019231,0.09349593,0.03791469
0.12019231,0.09756098,0.04265403
0.12019231,0.09756098,0.05213270
0.12019231,0.09756098,0.05687204
0.12019231,0.09756098,0.06161137
0.12019231,0.09756098,0.06635071
0.12019231,0.09756098,0.10900474
0.12019231,0.10162602,0.06635071
0.12019231,0.10569106,0.02843602
0.12019231,0.10569106,0.03317536
0.12019231,0.10569106,0.07109005
0.12019231,0.11382114,0.05213270
0.12019231,0.11382114,0.08056872
0.12019231,0.11788618,0.07109005
0.12019231,0.12195122,0.10900474
0.12019231,0.13821138,0.09952607
0.12019231,0.16666667,0.09478673
0.12019231,0.18699187,0.05687204
0.12019231,0.26829268,0.09478673
0.12500000,0.07317073,0.05213270
0.12500000,0.07317073,0.08530806
0.12500000,0.07723577,0.03791469
0.12500000,0.07723577,0.05213270
0.12500000,0.07723577,0.12322275
0.12500000,0.08130081,0.08530806
0.12500000,0.08536585,0.04265403
0.12500000,0.09756098,0.03791469
0.12500000,0.09756098,0.04265403
0.12500000,0.09756098,0.06161137
0.12500000,0.10162602,0.04265403
0.12500000,0.10162602,0.06161137
0.12500000,0.10162602,0.06635071
0.12500000,0.10162602,0.09478673
0.12500000,0.10569106,0.05687204
0.12500000,0.11382114,0.04265403
0.12500000,0.11382114,0.04739336
0.12500000,0.11382114,0.05687204
0.12500000,0.11382114,0.07582938
0.12500000,0.11382114,0.12322275
0.12500000,0.12195122,0.07109005
0.12500000,0.12601626,0.13270142
0.12500000,0.13008130,0.05687204
0.12500000,0.15040650,0.15165877
0.12500000,0.16260163,0.11374408
0.12500000,0.18292683,0.10426540
0.12980769,0.02032520,0.06635071
0.12980769,0.05284553,0.04739336
0.12980769,0.06097561,0.05687204
0.12980769,0.06910569,0.06161137
0.12980769,0.07723577,0.04739336
0.12980769,0.07723577,0.05687204
0.12980769,0.08130081,0.03317536
0.12980769,0.08130081,0.04265403
0.12980769,0.08536585,0.07109005
0.12980769,0.08943089,0.06161137
0.12980769,0.09349593,0.03317536
0.12980769,0.09349593,0.05687204
0.12980769,0.09756098,0.05213270
0.12980769,0.09756098,0.08056872
0.12980769,0.10162602,0.04265403
0.12980769,0.10569106,0.03317536
0.12980769,0.10569106,0.05213270
0.12980769,0.10569106,0.08056872
0.12980769,0.10569106,0.10426540
0.12980769,0.10569106,0.12322275
0.12980769,0.10975610,0.04265403
0.12980769,0.10975610,0.04739336
0.12980769,0.10975610,0.05213270
0.12980769,0.10975610,0.05687204
0.12980769,0.10975610,0.09952607
0.12980769,0.11382114,0.06161137
0.12980769,0.11382114,0.06635071
0.12980769,0.11382114,0.08530806
0.12980769,0.11382114,0.09952607
0.12980769,0.11788618,0.04265403
0.12980769,0.11788618,0.07582938
0.12980769,0.13821138,0.09478673
0.12980769,0.14634146,0.06161137
0.12980769,0.22764228,0.07582938
0.13461538,0.07317073,0.05213270
0.13461538,0.07317073,0.06161137
0.13461538,0.07723577,0.04265403
0.13461538,0.07723577,0.04739336
0.13461538,0.07723577,0.05213270
0.13461538,0.07723577,0.06635071
0.13461538,0.08536585,0.04265403
0.13461538,0.08536585,0.05213270
0.13461538,0.08943089,0.01895735
0.13461538,0.08943089,0.04739336
0.13461538,0.08943089,0.08056872
0.13461538,0.09349593,0.03791469
0.13461538,0.09349593,0.05687204
0.13461538,0.09349593,0.07109005
0.13461538,0.09756098,0.05213270
0.13461538,0.10162602,0.04739336
0.13461538,0.10162602,0.06635071
0.13461538,0.10569106,0.03791469
0.13461538,0.10569106,0.04739336
0.13461538,0.10569106,0.06635071
0.13461538,0.10569106,0.10900474
0.13461538,0.10975610,0.03791469
0.13461538,0.10975610,0.04739336
0.13461538,0.11382114,0.06635071
0.13461538,0.11382114,0.07582938
0.13461538,0.11382114,0.10426540
0.13461538,0.11788618,0.03317536
0.13461538,0.12195122,0.05687204
0.13461538,0.12195122,0.06161137
0.13461538,0.12195122,0.07582938
0.13461538,0.12601626,0.05213270
0.13461538,0.12601626,0.10426540
0.13461538,0.13008130,0.08056872
0.13461538,0.13008130,0.08530806
0.13461538,0.13008130,0.10426540
0.13461538,0.13414634,0.07582938
0.13461538,0.13821138,0.16587678
0.13461538,0.14634146,0.08530806
0.13461538,0.14634146,0.09478673
0.13942308,0.07317073,0.01421801
0.13942308,0.07317073,0.06635071
0.13942308,0.07723577,0.09004739
0.13942308,0.08130081,0.06161137
0.13942308,0.08943089,0.03791469
0.13942308,0.08943089,0.04265403
0.13942308,0.08943089,0.05213270
0.13942308,0.08943089,0.05687204
0.13942308,0.09349593,0.01895735
0.13942308,0.09349593,0.06635071
0.13942308,0.09349593,0.07582938
0.13942308,0.09756098,0.02843602
0.13942308,0.09756098,0.06161137
0.13942308,0.09756098,0.09004739
0.13942308,0.09756098,0.11848341
0.13942308,0.10162602,0.04265403
0.13942308,0.10162602,0.06161137
0.13942308,0.10162602,0.06635071
0.13942308,0.10569106,0.05687204
0.13942308,0.10569106,0.12322275
0.13942308,0.10975610,0.03791469
0.13942308,0.10975610,0.05687204
0.13942308,0.11382114,0.06161137
0.13942308,0.11788618,0.04265403
0.13942308,0.11788618,0.10426540
0.13942308,0.13821138,0.11374408
0.13942308,0.13821138,0.15165877
0.13942308,0.14634146,0.06635071
0.13942308,0.15040650,0.06161137
0.13942308,0.15447154,0.09478673
0.13942308,0.16260163,0.11374408
0.13942308,0.17886179,0.14218009
0.13942308,0.20731707,0.09952607
0.14423077,0.08130081,0.04265403
0.14423077,0.08130081,0.06161137
0.14423077,0.08130081,0.08056872
0.14423077,0.08130081,0.09478673
0.14423077,0.08536585,0.08056872
0.14423077,0.08536585,0.09478673
0.14423077,0.08536585,0.10426540
0.14423077,0.08943089,0.05213270
0.14423077,0.09349593,0.05213270
0.14423077,0.09349593,0.05687204
0.14423077,0.09349593,0.06161137
0.14423077,0.09756098,0.05213270
0.14423077,0.09756098,0.05687204
0.14423077,0.09756098,0.06635071
0.14423077,0.09756098,0.07109005
0.14423077,0.10162602,0.05687204
0.14423077,0.10162602,0.06161137
0.14423077,0.10162602,0.08530806
0.14423077,0.10162602,0.11374408
0.14423077,0.10162602,0.13744076
0.14423077,0.10569106,0.03791469
0.14423077,0.10569106,0.07109005
0.14423077,0.10975610,0.04739336
0.14423077,0.11382114,0.04265403
0.14423077,0.11382114,0.05687204
0.14423077,0.11382114,0.07109005
