0.68888242,0.72197529,0.60702913,0.40921836,0.36619405,0.46147532,0.43875672,0.50702247,0.58492616,0.20862304
0.50381808,0.75835296,0.64609493,0.71325133,0.77691597,0.41276053,0.38733497,0.49797133,0.72163229,0.59462882
0.98148226,0.55372899,0.57802178,0.48111233,0.57802767,0.40922731,0.42976466,0.54834158,0.53515806,0.40975228
0.91477295,0.58782803,0.55164511,0.43053858,0.4730883,0.39836975,0.47685148,0.53342161,0.56571565,0.40919379
0.95120556,0.53689528,0.57440487,0.45819071,0.56496177,0.40217047,0.42617809,0.52862813,0.5613359,0.36401572
0.98776836,0.52319763,0.54732763,0.46673639,0.60648292,0.41145616,0.41758028,0.52060657,0.49572399,0.40044895
0.90102536,0.42619578,0.56902245,0.45768279,0.63855889,0.30829151,0.42063309,0.49713762,0.53109463,0.41743794
0.95158794,0.58792448,0.59254109,0.47394553,0.57080248,0.3986146,0.42472388,0.55114146,0.55299951,0.37551191
0.87067352,0.65674305,0.61242598,0.53467078,0.59220211,0.35336679,0.29161943,0.59923197,0.5200213,0.39973037
0.92333544,0.53950103,0.5818418,0.38665042,0.63661855,0.39695385,0.43666295,0.4958219,0.52706497,0.3926206
0.88637762,0.56066856,0.57292918,0.40980194,0.61558262,0.31407709,0.47335333,0.57572486,0.5159264,0.42909708
0.90246856,0.63017112,0.52744879,0.46165681,0.67481742,0.39405235,0.42323328,0.62567349,0.55647911,0.36790672
0.88572297,0.66379193,0.61868693,0.4650112,0.58073167,0.39998867,0.4250491,0.59575198,0.55026547,0.4017755
0.90514666,0.59628266,0.60293749,0.3958845,0.65195916,0.39254496,0.43699576,0.54365605,0.49946906,0.39717021
0.87607437,0.47592451,0.63695616,0.41013597,0.61558176,0.35777482,0.41045606,0.5061432,0.61215672,0.39294913
0.8123504,0.69287959,0.60595278,0.43471597,0.46231336,0.42015022,0.43041117,0.62784834,0.50236177,0.22719996
0.862788,0.64881809,0.52535123,0.41993987,0.5125263,0.37778388,0.49887905,0.5581438,0.53494243,0.35080042
0.83835031,0.65361647,0.59167246,0.42489144,0.49949546,0.44347457,0.42049003,0.56234626,0.51307824,0.32174516
0.82607567,0.53020327,0.5435759,0.31573104,0.68071029,0.30698453,0.45159639,0.4860218,0.49405183,0.3692077
0.70498823,0.58507519,0.52823358,0.39011062,0.58039046,0.25880036,0.461417,0.51883926,0.44704524,0.28899959
0.85854023,0.62505124,0.59609191,0.37886055,0.60158221,0.41321448,0.44887357,0.57827261,0.46346169,0.31097173
0.81575754,0.66764992,0.52360943,0.48448215,0.58363406,0.37335494,0.41694245,0.52860186,0.44605659,0.33541323
0.78397739,0.5623934,0.60839175,0.43307331,0.53064359,0.44734072,0.40094448,0.43210272,0.58686887,0.40778439
0.76726156,0.61588047,0.51359825,0.44598963,0.68826216,0.42097797,0.46822039,0.56489825,0.61814862,0.25212052
0.67083498,0.49848734,0.58507463,0.48726151,0.57109921,0.24711592,0.26170318,0.53771306,0.5315025,0.30264258
0.69512389,0.60599436,0.57821825,0.43205745,0.69036583,0.17648648,0.44300278,0.51114326,0.50096525,0.39816298
0.63805798,0.32510831,0.57725625,0.60939618,0.7623698,0.17185104,0.47053999,0.58670826,0.66687009,0.53414331
0.77365181,0.76519286,0.62702354,0.44970625,0.40690793,0.47836941,0.49004498,0.54031696,0.61499654,0.46475521
0.71009895,0.787521,0.57929331,0.59615271,0.6043783,0.45965426,0.39821892,0.54752376,0.39925343,0.50630062
0.70749524,0.61012563,0.60965089,0.28654235,0.61773846,0.28807682,0.46402004,0.4855239,0.52931466,0.2643777
0.5551707,0.79915928,0.66164119,0.77400625,0.39463647,0.49048167,0.40989833,0.48254606,0.44729342,0.47436623
0.80160823,0.48735784,0.49772192,0.33975203,0.65860713,0.27016241,0.47751801,0.40703624,0.48614264,0.33480874
0.75010683,0.64531374,0.58096713,0.41267954,0.58291659,0.54990067,0.52386351,0.48704196,0.37938891,0.47693594
0.76837744,0.76842393,0.5928757,0.39227399,0.66586653,0.41935557,0.43684947,0.54084346,0.50265165,0.47467565
0.50654826,0.74829806,0.56719326,0.45109937,0.77712976,0.30971177,0.53098599,0.61714355,0.59597726,0.34168996
0.5133923,0.72799537,0.6096252,0.45555479,0.72783013,0.21971281,0.52656987,0.57594203,0.4380762,0.39260149
