4020,2071030,11,1,0,0,,1083808.545
3554,1838755,5,252.5443428,0,-1,,
3103,1617482,5,1,0,-1,,
5576,2835159,26,1,0,0,,
2565,1359622,80,1823.316365,0,-0.232617267,,
4610,2359162,4,1,0,0,,
1441,819940,1,1,0,1,,
252,240913,30,798.3210625,0,-1,,
3968,2044701,45,1,0,0,,
4222,2168764,20,1,0,0,,
22,133584,208,1,0,-1,,
1663,929570,51,1,0,0,,
2423,1292843,54,4432.395318,0,0.38861762,,
3216,1679360,42,1,0,0,,
5696,2889131,6,1,0,1,,
5004,2553295,66,1,0,1,,
5764,2922919,4,758.3861805,0,-1,,
5719,2901393,31,1823.316365,0,1,,
1087,645661,29,372.3489886,0,0.139479047,,
4192,2152924,6,997.9954721,0,-1,,
3490,1808106,49,1,0,-1,,
3340,1734206,30,1,0,0,,
2178,1174307,112,1064.553609,0,-1,,
3429,1778170,2,1,0,1,,
1302,748353,3,478.842007,0,-1,,
5476,2787694,15,1,0,0,,
704,459335,4,1,0,1,,
1792,994626,27,1,0,0,,
88,166006,402,3300.906997,0,0.141601668,,
2385,1274956,118,532.0885163,0,1,,
2855,1499177,30,1,0,-1,,
66,153475,519,2235.976812,0,-0.131619283,,
2977,1557820,13,1,0,1,,
126,185182,85,1,0,-1,,
4074,2095467,14,1,0,-1,,
679,448821,3,904.8140809,0,1,,
1329,763393,48,425.5954978,0,0.610143695,,
1706,949187,3,1357.409409,0,-1,,
2667,1409027,32,1,0,1,,
3753,1938670,14,319.1024793,0,0.922266931,,
