1079,1078,1024,1067.080592,4.2041,0.622147405,,3224.568792
863,862,806,845.7069274,4.201,0.581391924,,
1095,1094,756,785.5276787,4.1892,0.610085951,,
937,936,358,332.0340544,4.3268,0.82476807,,
869,868,430,463.1388463,3.9465,0.318044344,,
830,829,527,583.4973437,4.1935,0.586658811,,
1060,1059,294,323.4370189,4.2925,0.66708957,,
864,863,306,308.3922067,4.3105,0.517997743,,
1023,1022,205,155.794826,4.4439,0.905516606,,
1082,1081,582,757.5873132,4.2818,0.618894015,,
884,883,70,1,3.9286,1,,
503,502,2,1,4.5,-1,,
552,551,2,1,5,0,,
829,828,225,196.6307448,4.2933,0.896825686,,
851,850,338,282.6011001,4.3077,0.844237286,,
1081,1080,289,332.0340544,4.2941,0.124964859,,
956,955,1,127.8544605,4,-0.210944402,,
1025,1024,35,104.2126128,4.6571,-0.318522587,,
928,927,214,261.1085113,4.1168,0.341655144,,
821,820,211,205.2277803,4.237,1,,
562,561,1,56.9289174,3,0.29153963,,
666,665,1,1,5,0,,
421,420,4,1,4.25,0,,
865,864,145,207.3770392,4.1517,0.420173983,,
997,996,88,50.48114075,4.3409,-0.945233734,,
601,600,1,104.2126128,4,0.039815323,,
62,61,4,26.83929304,4,1,,
1069,1068,114,22.54077527,4.2895,1,,
896,895,404,488.9299529,4.2995,0.479482031,,
588,587,1,24.69003415,4,0.420134988,,
216,215,9,1,4.5556,0,,
1047,1046,24,28.98855192,3.7917,-1,,
1078,1077,297,205.2277803,4.0842,0.697514884,,
1119,1118,5,1,4.8,0,,
262,261,1,1,5,0,,
297,296,3,67.67521181,5,-0.643769219,,
834,833,157,114.9589072,4.0701,1,,
334,333,5,44.0333641,4.2,1,,
401,400,2,1,4,0,,
832,831,164,149.3470494,4.2744,0.569544611,,
