0.0,0.08130081,0.00473934,1.0
0.00961538,0.0203252,0.00947867,1.0
0.00961538,0.04878049,0.0,1.0
0.00961538,0.05284553,0.00947867,1.0
0.02403846,0.01626016,0.03317536,1.0
0.02403846,0.0203252,0.01895735,1.0
0.02403846,0.03252033,0.0,1.0
0.02403846,0.03658537,0.0,1.0
0.02884615,0.0203252,0.02843602,1.0
0.02884615,0.03252033,0.01421801,1.0
0.02884615,0.04471545,0.01421801,1.0
0.02884615,0.04878049,0.01895735,1.0
0.03365385,0.03658537,0.01421801,1.0
0.03365385,0.06910569,0.00473934,1.0
0.03365385,0.11788618,0.01895735,1.0
0.03846154,0.02439024,0.01895735,1.0
0.03846154,0.03658537,0.02843602,1.0
0.03846154,0.05284553,0.03791469,1.0
0.03846154,0.11382114,0.00473934,1.0
0.03846154,0.1300813,0.01421801,1.0
0.04326923,0.03658537,0.04265403,1.0
0.04326923,0.03658537,0.07109005,1.0
0.04326923,0.10569106,0.02369668,1.0
0.04807692,0.03658537,0.02843602,1.0
0.04807692,0.03658537,0.04265403,1.0
0.04807692,0.05284553,0.02369668,1.0
0.04807692,0.06097561,0.01895735,1.0
0.04807692,0.06910569,0.03791469,1.0
0.04807692,0.09756098,0.02369668,1.0
0.04807692,0.11382114,0.05687204,1.0
0.05288462,0.01219512,0.04739336,1.0
0.05288462,0.0203252,0.04739336,1.0
0.05288462,0.04065041,0.04739336,1.0
0.05288462,0.06097561,0.04265403,1.0
0.05288462,0.08130081,0.04265403,1.0
0.05288462,0.09349593,0.01895735,1.0
0.05769231,0.01219512,0.04265403,1.0
0.05769231,0.05284553,0.04739336,1.0
0.05769231,0.06097561,0.07582938,1.0
0.05769231,0.06910569,0.02843602,1.0
0.05769231,0.07317073,0.05687204,1.0
0.05769231,0.07723577,0.05687204,1.0
0.05769231,0.08943089,0.01895735,1.0
0.05769231,0.10162602,0.03317536,1.0
0.0625,0.05284553,0.04739336,1.0
0.0625,0.05691057,0.0521327,1.0
0.0625,0.05691057,0.09478673,1.0
0.0625,0.06097561,0.10900474,1.0
0.0625,0.06910569,0.07582938,1.0
0.0625,0.07723577,0.01895735,1.0
0.06730769,0.03658537,0.04739336,1.0
0.06730769,0.05691057,0.06635071,1.0
0.06730769,0.06097561,0.06161137,1.0
0.06730769,0.09349593,0.07582938,1.0
0.06730769,0.09756098,0.05687204,1.0
0.06730769,0.10569106,0.05687204,1.0
0.06730769,0.10569106,0.06635071,1.0
0.06730769,0.1300813,0.02369668,1.0
0.07211538,0.05284553,0.01895735,1.0
0.07211538,0.05691057,0.06635071,1.0
0.07211538,0.07317073,0.04739336,1.0
0.07211538,0.08130081,0.04265403,1.0
0.07211538,0.09756098,0.07582938,1.0
0.07211538,0.10162602,0.06161137,1.0
0.07211538,0.15853659,0.11374408,1.0
0.08173077,0.03252033,0.01895735,1.0
0.08173077,0.05284553,0.04739336,1.0
