1079,1078,1024,1045.16283,4.2041,0.673020215,,871.2813256
863,862,806,858.2243297,4.201,0.59050255,,
1095,1094,756,732.9139061,4.1892,0.732951947,,
830,829,527,568.5723669,4.1935,0.738018396,,
1082,1081,582,545.9754053,4.2818,0.698019187,,
1111,1110,480,543.9211361,4.2813,0.607483183,,
937,936,358,348.7655583,4.3268,0.534732804,,
873,872,545,506.9442897,4.3835,0.899714818,,
1081,1080,289,299.4630966,4.2941,0.717538395,,
1084,1083,249,223.4551347,4.3574,0.734813744,,
1099,1098,86,98.14471113,4,0.702254622,,
874,873,238,167.9898653,4.3403,0.892958403,,
928,927,214,219.3465962,4.1168,0.877961145,,
851,850,338,326.1685967,4.3077,0.403974361,,
1126,1125,26,34.46236472,4.5,0.882325387,,
869,868,430,414.502174,3.9465,0.518396002,,
864,863,306,278.9204042,4.3105,0.828527935,,
1060,1059,294,340.5484814,4.2925,0.726212088,,
1140,1139,2,1,3.5,1,,
881,880,41,26.24528776,4.0244,-0.077238041,,
1078,1077,297,322.0600582,4.0842,0.597956139,,
899,898,28,1,4.1786,-1,,
1096,1095,327,324.1143275,4.052,0.5378768,,
835,834,150,178.2612115,4.54,0.739161084,,
742,741,3,1,4,0,,
722,721,2,1,5,0,,
1057,1056,213,204.9667116,4.3052,0.672524592,,
472,471,1,1,5,0,,
896,895,404,410.3936355,4.2995,0.701407359,,
544,543,2,63.22213407,5,-0.416827911,,
986,985,47,18.0282108,4.5106,1,,
125,124,5,32.40809548,4.4,-0.750603054,,
665,664,2,1,4.5,-1,,
868,867,351,328.2228659,4.1111,0.518791729,,
930,929,20,30.35382624,3.2,0.200350487,,
826,825,93,147.4471729,4.0968,0.384949865,,
1009,1008,186,176.2069422,4.4624,0.552205608,,
871,870,53,15.97394156,3.6604,1,,
718,717,7,26.24528776,4.4286,1,,
394,393,1,7.756864607,5,-1,,
