767,4
1080,5
1077,3
1049,5
847,5
1080,2
858,5
858,4
1077,5
1077,5
1077,3
1095,5
1095,5
767,5
1077,3
1065,4
1065,3
853,5
1120,5
1077,5
847,4
1080,4
1077,2
1077,3
847,5
697,3
949,2
1003,4
684,5
4,5
1060,5
1060,5
1060,5
949,2
697,5
1060,4
1002,4
949,5
684,5
862,5
862,4
862,5
910,5
89,4
862,5
862,4
862,5
823,5
910,5
862,5
862,4
862,5
1104,3
862,5
862,4
862,5
368,2
862,3
1095,4
368,4
1095,5
368,1
862,5
862,5
862,5
862,4
862,4
862,5
862,2
1078,3
845,4
822,2
850,5
866,4
1081,5
845,5
1082,4
850,2
836,5
1081,4
1072,5
863,5
1133,5
822,5
861,3
866,1
850,4
1081,4
845,2
836,4
1078,4
850,5
861,5
1081,5
850,4
863,5
845,1
861,1
1133,5
861,3
861,4
863,4
822,5
822,2
863,2
836,5
836,4
836,4
836,5
1081,5
861,1
1081,3
836,5
1081,5
1082,2
863,4
1072,4
1078,5
850,2
836,5
861,5
966,5
1196,5
836,5
923,3
1072,3
1133,4
1133,5
966,4
863,5
845,4
1081,3
861,4
966,5
845,5
861,4
966,4
836,4
126,4
1008,5
829,5
828,4
1126,5
1008,5
829,3
828,3
1008,5
1011,5
1008,5
1008,5
1008,5
1008,4
829,3
829,3
829,3
829,5
1008,5
523,3
829,4
829,4
1126,4
829,1
829,4
1008,5
1126,4
829,3
1020,5
895,5
862,5
1104,5
670,5
329,5
670,4
868,4
1020,5
862,4
895,5
895,5
1094,2
895,5
895,5
1020,4
895,5
1020,4
895,2
895,2
1020,4
596,5
1094,4
1020,4
895,4
895,2
895,5
1020,5
1098,3
895,5
862,5
1020,5
895,5
1020,3
895,3
895,5
895,3
895,5
828,4
1020,3
862,5
1020,4
895,5
862,1
895,5
1020,4
1075,4
1104,5
1020,1
1094,5
305,2
828,5
1094,5
828,5
895,4
1020,5
895,5
647,5
1025,4
1025,5
815,5
1066,4
840,4
1026,4
840,5
1066,5
840,2
1030,5
840,5
1066,5
647,5
1066,2
872,5
840,3
1066,4
647,1
1066,5
840,4
1066,3
872,5
1066,3
1115,4
1030,5
1018,4
1026,5
840,5
1066,5
647,5
840,5
840,4
840,5
1018,4
840,3
824,5
1115,5
840,5
878,3
984,5
1104,5
878,4
1104,5
984,4
866,4
1104,5
868,3
984,5
984,5
1104,5
878,5
1182,5
868,5
868,5
868,3
565,5
984,5
1104,5
868,5
878,5
868,4
1104,5
868,2
984,5
878,2
984,5
984,5
984,5
1024,5
984,3
984,5
1104,5
1024,5
984,5
1104,5
984,5
1104,4
984,5
895,5
1104,5
1131,3
984,5
1104,5
831,5
984,4
1104,5
836,5
1089,3
844,3
836,4
836,3
836,5
836,5
844,5
936,5
895,5
836,5
831,5
844,5
895,5
1066,5
844,2
836,5
836,4
907,5
836,5
844,3
1103,4
866,5
907,5
844,1
895,5
895,5
1080,5
831,5
844,5
844,4
831,5
836,5
907,5
844,3
895,5
895,5
907,5
844,5
836,3
844,2
844,4
844,5
936,2
907,5
936,5
831,1
907,5
862,3
836,3
936,4
895,5
836,3
580,5
895,5
862,4
862,5
844,5
836,2
895,5
836,5
895,5
895,5
895,5
836,5
859,4
862,3
1049,5
862,5
1089,5
1089,4
1104,3
127,4
1104,3
936,5
902,4
995,2
936,5
127,4
1104,1
1086,4
936,5
746,3
1081,4
127,3
936,3
127,3
1035,5
902,4
995,5
1104,5
1089,5
1086,3
902,2
902,5
1094,5
1086,3
936,5
1036,4
936,5
1094,5
1094,5
1086,5
127,5
127,5
1083,4
872,5
1083,2
831,5
1080,3
1077,5
872,4
964,5
1089,3
872,4
1083,5
829,4
964,5
1089,5
829,5
829,5
967,5
829,4
829,4
872,4
872,4
149,4
964,5
1030,5
964,5
1083,4
872,4
872,5
829,4
872,4
964,5
1089,3
872,3
872,5
872,5
1077,2
967,4
872,5
964,5
872,5
234,5
149,4
829,4
829,4
872,5
872,5
850,5
850,3
724,4
833,5
862,5
850,5
1078,5
850,5
1104,5
1078,3
984,4
850,5
204,5
1078,5
862,2
1078,5
984,5
1008,4
841,4
1104,3
850,5
1081,5
833,4
850,4
862,4
1078,5
850,5
850,5
831,5
833,5
984,4
1078,4
1104,5
1081,5
833,4
850,5
1078,5
850,3
1078,2
850,3
850,4
1078,5
948,2
850,5
833,4
1078,3
850,5
1078,4
1078,5
850,5
948,2
1078,5
850,3
1081,5
833,5
1081,5
850,4
850,2
850,5
984,5
850,4
1104,5
1104,1
1104,5
1078,5
850,5
850,5
984,3
1078,5
984,5
850,5
833,3
1078,3
850,5
1081,4
984,5
850,5
850,4
1104,5
1078,5
984,5
984,5
1078,4
1104,5
984,5
1078,5
984,5
833,3
850,5
1078,3
1078,2
984,5
850,4
1078,5
984,5
831,4
1086,4
1044,5
820,4
1094,5
1094,5
995,5
1094,4
1060,5
833,1
1037,4
875,5
875,4
820,5
1037,4
820,4
1037,5
820,5
833,1
1094,5
833,5
995,4
1094,3
875,2
1037,3
875,2
833,3
1060,3
1094,4
835,5
1094,4
1094,4
875,2
823,5
835,5
833,4
833,5
820,5
835,5
1060,5
1037,3
820,4
1079,3
1060,4
875,5
835,5
1078,5
1037,1
820,5
1072,5
1094,3
833,4
1037,4
1094,3
995,2
252,4
634,4
985,5
1059,5
985,5
1059,5
634,4
1059,5
252,4
634,5
252,5
117,3
117,5
634,4
252,5
252,5
634,4
1059,5
838,4
252,5
838,5
838,1
634,5
1059,3
634,4
1008,5
838,5
620,4
634,5
1059,5
1059,4
1059,5
634,4
1059,2
634,4
1059,1
985,4
252,5
1059,5
1059,5
252,5
1059,5
1059,2
252,5
1008,5
943,5
634,2
1008,5
252,5
838,5
1059,5
1059,5
620,5
1059,5
117,5
252,5
252,4
634,4
838,2
1008,3
1059,4
838,5
634,5
1059,5
1059,2
1059,3
1059,5
1008,5
117,4
886,4
1087,4
873,5
1087,5
886,4
745,5
886,5
937,3
1087,5
937,5
937,5
1059,5
1110,1
1059,5
1110,4
873,3
886,5
1087,5
937,5
1110,2
886,5
937,3
886,4
1137,5
1165,3
937,5
1110,2
1087,5
1059,5
1137,5
745,5
937,4
1110,4
1110,4
886,5
937,5
886,5
937,5
937,5
873,5
937,5
886,5
873,5
886,5
245,5
886,5
886,4
1087,4
937,5
1087,3
1087,5
886,4
1110,5
886,5
1110,4
1165,3
937,5
886,5
1137,3
1087,5
937,5
886,4
886,4
1087,4
937,3
937,1
886,4
1137,5
886,3
886,5
937,5
937,5
1087,5
1087,4
1087,3
1087,2
886,5
886,5
937,3
245,5
937,5
886,5
937,3
937,3
1087,4
745,5
745,4
1087,3
937,2
937,1
1110,4
1087,4
745,5
1087,2
1110,5
1110,2
873,5
895,5
895,5
895,5
1072,2
895,5
945,1
895,3
850,4
945,5
895,4
805,3
850,5
850,4
895,3
1072,5
805,4
945,1
833,3
833,5
833,5
850,5
833,4
1072,5
895,4
850,5
833,5
895,5
895,5
833,4
895,2
886,2
886,3
886,5
886,5
1078,5
1089,5
895,3
886,2
895,3
1105,4
886,4
886,2
886,3
969,5
886,4
1078,5
1060,4
886,5
886,2
895,3
895,4
886,3
895,2
895,2
1089,3
886,5
895,4
868,4
895,2
886,2
886,4
886,2
1089,5
1078,5
895,4
975,3
975,5
886,4
548,5
1078,5
1060,1
886,4
886,5
886,5
886,5
1078,5
1078,5
1078,5
895,5
886,4
594,5
895,3
886,5
886,5
1089,5
975,3
886,5
1078,4
895,5
1060,2
895,5
975,4
886,5
975,5
815,4
1026,5
823,2
1055,2
1081,3
2,4
1081,5
936,5
1026,5
1081,2
299,5
1055,4
1055,2
1026,5
1010,4
1086,4
1055,2
1026,5
1081,1
754,5
815,5
1164,5
860,5
952,5
952,3
861,5
1008,4
952,4
1066,4
1008,5
1025,1
832,3
861,3
1066,3
1008,5
1015,5
1008,5
862,5
1008,4
952,5
1025,5
1111,5
1066,5
80,2
1008,3
861,5
862,5
1066,5
1008,5
1066,4
1066,5
1008,5
861,5
1028,5
1080,5
1008,5
1008,3
952,5
952,5
1066,4
862,5
1015,5
1066,5
1066,3
1066,5
1047,5
1094,3
936,4
1033,5
936,5
1094,5
1094,2
154,4
1094,5
1094,3
154,4
1140,5
154,2
936,4
1094,4
158,5
1033,4
154,4
1094,5
936,3
1094,5
936,5
936,5
1154,5
1022,4
949,5
154,4
1033,2
154,4
1140,3
936,5
1047,3
936,5
868,5
1094,5
936,5
1094,1
1033,5
936,5
1094,5
154,5
936,4
1094,5
154,5
1094,3
936,5
1094,5
936,5
1094,5
878,5
1145,5
1033,4
936,5
936,5
936,5
1033,5
878,3
1094,3
936,3
1047,5
936,5
936,5
854,5
936,5
154,5
1033,5
1033,4
936,3
1094,5
936,4
936,5
1047,5
1094,5
936,5
936,5
1047,5
1094,5
936,3
936,5
1094,5
936,3
1154,5
936,5
936,5
936,5
868,4
854,1
936,5
949,4
1094,5
936,5
1047,2
1083,4
949,5
949,5
949,5
909,3
949,5
873,5
873,5
909,5
1083,5
873,5
1172,5
1083,5
949,5
949,5
909,4
864,4
949,5
949,2
873,2
873,5
949,5
949,5
949,4
873,1
949,4
873,3
864,5
864,4
873,3
873,5
949,5
1083,4
909,2
949,5
949,2
949,5
864,5
864,5
873,5
1099,5
1001,4
829,4
815,5
1099,2
831,5
738,5
1099,4
1094,5
831,3
1001,2
895,5
831,5
895,5
987,4
1099,5
1099,4
868,4
831,5
829,4
1099,5
829,2
829,4
868,3
831,5
868,3
1001,4
829,3
815,5
895,5
831,1
815,2
1099,5
1099,4
829,5
831,5
815,4
1076,1
815,3
831,5
815,5
831,5
877,4
1068,3
1020,3
1068,5
1020,1
1068,5
691,4
831,3
1068,4
1089,2
1089,4
777,1
860,3
1089,5
875,5
992,5
860,5
777,5
777,5
860,5
860,5
927,3
1089,4
777,3
992,4
1068,2
1068,5
860,5
831,5
1020,3
1089,3
1068,2
1089,3
860,2
993,5
860,5
777,5
197,3
860,4
1068,3
860,5
860,4
1042,4
1060,5
59,5
1060,5
1094,3
1060,5
1110,5
235,1
720,5
1098,4
59,5
1060,4
1060,4
1110,5
1082,5
1060,3
1060,5
1060,5
1042,4
1060,5
1060,4
1110,5
1060,3
235,2
1072,3
1094,4
1204,5
1204,4
1082,5
1072,3
1060,3
1098,4
1060,5
1060,3
1060,4
1060,3
1060,5
1060,5
1072,4
1094,2
1082,2
720,4
1060,5
720,5
1110,3
1094,3
1060,5
720,5
720,5
1060,5
1072,5
1022,5
1060,5
1094,2
1042,5
1072,4
1110,5
1094,5
1060,5
1060,5
868,5
1094,5
1094,3
1095,3
1028,5
1095,5
850,5
850,5
850,5
850,3
940,5
868,2
1028,5
1095,5
868,5
1095,4
850,5
850,3
1028,5
1055,5
850,4
1095,3
850,5
1095,2
1094,5
850,5
850,3
850,4
875,1
850,5
1094,5
979,5
979,5
850,4
850,4
850,5
850,5
1095,5
850,5
940,4
850,4
850,5
850,4
1094,5
868,5
850,2
850,3
1095,5
850,5
979,5
1095,4
1095,3
850,5
1095,2
1095,5
1095,2
850,5
850,5
850,5
850,5
850,3
850,2
1095,4
850,4
850,5
850,5
850,5
850,2
940,5
875,5
868,4
850,4
1095,3
979,5
875,5
1095,5
850,2
850,3
1095,5
850,4
873,4
850,4
1095,5
875,4
1095,4
1095,4
1095,5
868,5
850,2
1028,5
1095,5
1095,2
850,5
875,5
850,2
940,5
1095,5
868,5
875,5
940,5
850,5
873,5
1095,4
836,4
836,2
836,4
836,3
836,5
865,5
836,5
819,4
865,5
836,5
819,5
819,3
1080,3
865,5
836,4
836,5
836,2
836,4
836,5
836,2
1003,2
836,5
860,5
867,5
1022,1
1098,4
1098,1
825,4
708,5
867,4
850,5
860,3
946,2
1098,3
867,4
1098,5
860,3
1098,5
1098,3
1022,5
946,2
850,2
895,4
850,1
