1079,1078,1024,1015.919995,4.2041,0.649716448,,324.9464041
863,862,806,789.8789521,4.201,0.635598128,,
1095,1094,756,689.8607913,4.1892,0.669761142,,
1082,1081,582,577.8404512,4.2818,0.75806353,,
830,829,527,559.8371822,4.1935,0.707412746,,
873,872,545,553.8360926,4.3835,0.725912429,,
1111,1110,480,483.82338,4.2813,0.68626313,,
869,868,430,415.8110307,3.9465,0.567617048,,
1096,1095,327,339.7972285,4.052,0.57686697,,
896,895,404,423.8124836,4.2995,0.660729535,,
851,850,338,351.7994078,4.3077,0.761866932,,
864,863,306,279.786332,4.3105,0.629108578,,
868,867,351,351.7994078,4.1111,0.57992856,,
1081,1080,289,303.7906906,4.2941,0.684744114,,
937,936,358,345.7983181,4.3268,0.723030414,,
1078,1077,297,309.7917803,4.0842,0.690849292,,
861,860,288,305.7910538,4.0938,0.569067661,,
1087,1086,291,317.7932331,4.2302,0.660867026,,
1060,1059,294,267.7841527,4.2925,0.731999245,,
874,873,238,253.7816102,4.3403,0.717217162,,
1034,1033,220,195.7710769,4.4273,0.756053659,,
1084,1083,249,233.7779781,4.3574,0.778587136,,
862,861,244,253.7816102,4.1516,0.717217162,,
1023,1022,205,191.7703505,4.4439,0.750966327,,
1093,1092,220,219.7754355,4.1318,0.527859417,,
829,828,225,225.7765252,4.2933,0.664434092,,
821,820,211,203.7725298,4.237,0.745997522,,
832,831,164,169.7663551,4.2744,0.600880321,,
985,984,175,171.7667184,4.4629,0.698685389,,
928,927,214,229.7772516,4.1168,0.583226437,,
1057,1056,213,193.7707137,4.3052,0.79482591,,
837,836,205,191.7703505,4.078,0.54236457,,
855,854,152,149.762723,4.2105,0.654427863,,
876,875,115,127.7587276,4.2174,0.594925314,,
1009,1008,186,205.772893,4.4624,0.806787867,,
1073,1072,197,185.7692609,4.0051,0.527584049,,
1105,1104,185,191.7703505,4.0432,0.667525624,,
910,909,122,115.7565483,4.0984,0.656609947,,
878,877,154,167.7659919,4.2078,0.596122487,,
866,865,134,139.7609069,4.0149,0.457966486,,
