149,150,47777,44149.37771,3.868597861,0.522287232,,7530094.258
588,593,63299,64537.99991,4.17705651,0.595218338,,
844,858,41355,40092.19597,4.364732197,0.786236388,,
160,161,23628,22374.12378,3.744201794,0.577586114,,
164,165,33940,33261.75075,3.48902475,0.425090792,,
477,480,59715,57861.62489,3.664740852,0.467706312,,
152,153,32867,32748.18344,2.894727234,0.153204168,,
1114,1136,33024,31669.69209,4.174146076,0.729698748,,
353,356,66172,61610.66625,4.029000181,0.696706888,,
109,110,53769,50414.89889,4.042533802,0.507639113,,
1174,1198,43295,39989.48251,4.219009123,0.729960397,,
47,47,43249,48052.48927,4.053492566,0.551579857,,
722,733,31353,31412.90843,3.679536249,0.375898309,,
15758,80160,3,1,2.166666667,0,,
584,589,52244,55088.36141,3.931953909,0.53724897,,
524,527,50054,48411.98639,4.310175011,0.6678676,,
25,25,21553,24633.81994,3.689509581,0.347678265,,
1172,1196,45313,40913.90366,4.188202061,0.688694275,,
888,904,17449,19395.43338,4.271333601,0.723773837,,
454,457,49581,55037.00468,3.985690083,0.488947613,,
18308,91634,15,958.3669595,3.1,-0.634559007,,
229,231,32085,36291.79787,2.952470002,0.173155305,,
184,185,24618,24633.81994,3.11042733,0.137836945,,
587,592,46054,42557.31905,3.402364615,0.338194607,,
603,608,43272,43327.67002,4.112359031,0.550906849,,
896,912,24349,19909.00069,4.258326831,0.659284555,,
294,296,67310,68851.96532,4.174231169,0.582950178,,
313,315,11164,10818.85931,2.902051236,0.252950118,,
159,160,14965,16570.81318,2.604744404,0.055049234,,
938,954,5712,5683.18621,4.03265056,0.642041661,,
207,208,27775,23966.18244,2.85209721,0.257978533,,
23488,112479,1,1,2.5,0,,
4801,4896,17239,14362.47375,3.614333778,0.61043504,,
16999,86288,3,1,4.333333333,1,,
94,95,22104,21141.56224,3.094643503,0.069515799,,
258,260,54502,49695.90466,4.190671902,0.698542075,,
23945,114342,64,1,3.6953125,-1,,
15294,78093,2,4193.841011,3.25,0.229595958,,
17121,86768,7,1,3.571428571,-1,,
361,364,38991,43276.31329,3.779090046,0.437969579,,
